"","EntrezID","X21.1A.AD","X20.1T.AD","X23.2A.AD","X22.2T.AD","X26.3A.AD","X24.3T.AD","X27.5A.AD","X25.5T.AD","X29.6T.AD","X31.7T.AD","X28.8T.AD","X30.9T.AD","X18.10A.Old","X11.10T.Old","X19.11A.Old","X13.11T.Old","X15.13T.Old","X16.14T.Old","X12.6A.Old","X14.7A.Old","X10.8A.Old","X17.9A.Old","X2.12A.Young","X4.13A.Young","X6.14A.Young","X8.15A.Young","X9.16A.Young","X3.17T.Young","X5.18T.Young","X7.19T.Young"
"MEF2A",4205,1498.875896,1529.900048,1188.479316,1456.769904,1103.538063,1130.364502,1222.139678,715.23127,1012.466754,1145.727005,1033.956472,1457.256306,1235.114208,934.8146706,1131.90179,1110.931054,1088.880207,1296.83309,1323.759684,1032.528755,1917.812644,1592.88663,1616.131217,1730.171525,1993.066563,1398.757291,1281.567283,882.2393406,1115.769236,897.4508054
"MEPCE",56257,521.1544721,611.759113,698.2190402,483.7575529,652.5873152,789.9200751,860.1220872,622.7351959,698.0293737,950.9324683,635.5922901,576.1862411,453.6960934,905.6897914,593.1654131,576.0084871,601.7242524,791.1216996,507.2869278,615.7785971,634.1373883,462.5333904,663.7176363,809.1573816,609.1796882,688.6023951,572.1852269,636.8749039,463.39372,703.1768718
"MIR4531",100616355,2.227155864,1.004530563,2.009263425,1.832414973,0.993283585,1.112563486,1.321232085,2.151071489,3.241622478,1.047282454,0,1.767442457,0.947173473,0.939512232,3.332389961,2.416818827,1.925517608,0.891907215,0.925706073,2.199209275,0.905910555,0.851811032,0.707588098,0,0,0,0,1.340789271,0,0.947677725
"MIR6843",102465508,24.4987145,11.04983619,12.05558055,14.65931979,11.91940302,21.13870624,36.99449838,5.377678721,11.88594909,19.89836663,15.66600715,21.20930949,14.20760209,22.54829356,18.88354311,20.94576317,11.55310565,12.48670101,12.95988502,19.79288348,9.059105547,8.518110321,3.537940492,1.804141319,5.774215054,7.54337522,31.90623942,5.363157085,11.2180975,13.26748815
"MIR8085",102465879,0,0,1.004631712,0,0,0,1.321232085,0,0,2.094564908,1.119000511,0,0,6.576585622,2.221593307,4.028031378,0.962758804,0.891907215,0,0,0.905910555,0.851811032,0.707588098,0,0.962369176,0,0,1.340789271,1.725861155,1.89535545
"MLXIPL",51085,659.2381357,445.0070395,531.4501759,198.8170246,448.9641803,587.4335206,494.1407997,290.394651,466.7936369,872.3862843,313.320143,541.7211131,391.1826442,702.7551494,798.662794,659.7915398,419.7628385,429.8992776,243.4606971,495.9216916,373.2351486,373.9450431,298.6021775,374.3593237,278.1246918,278.0272581,477.53005,222.571019,291.6705351,428.3503316
"NECTIN2",5819,371.9350292,257.1598242,361.6674165,304.1808856,251.300747,302.6172682,450.5401409,279.6392935,222.5914102,280.6716977,240.5851098,313.7210362,233.0046743,460.3609936,450.9834414,561.5075741,367.7738631,351.4114427,315.6657707,363.9691351,167.5934526,298.9856723,263.9303607,282.3481164,255.9902007,261.8628826,589.201888,304.3591646,277.0007153,395.1816112
"NFATC2",4773,240.5328333,292.3183939,357.6488896,341.7453925,166.8716423,131.2824914,220.6457582,239.844471,156.6784198,225.1657276,311.082142,242.1396166,248.1594498,99.58829657,228.8241107,281.1565902,169.4455495,161.4352059,112.0104348,170.4387188,96.0265188,260.6541758,147.1783245,98.32570189,96.23691757,243.5432571,47.85935913,158.213134,219.1843666,205.6460663
"NFE2",4778,25.61229243,5.022652816,33.15284651,4.581037433,9.932835848,14.46332532,21.13971336,17.20857191,8.644326609,12.56738945,24.61801124,3.534884915,4.735867363,11.27414678,27.76991634,7.250456481,1.925517608,5.351443289,8.331354653,4.398418551,6.341373883,9.369921353,6.368292886,0.90207066,14.43553764,1.077625031,7.444789198,6.703946357,9.49223635,3.790710899
"NFKB1",4790,299.5524637,387.7487974,436.0101632,464.5171957,414.1992549,463.9389737,384.4785367,658.2278755,425.7330855,447.1896079,500.1932283,354.3722127,348.5598379,366.4097704,265.4804002,392.3302563,321.5614405,307.7079891,347.1397772,321.0845542,233.7249231,350.9461452,289.4035322,323.8433668,231.9309714,716.6206459,235.0426304,569.8354403,462.5307894,421.7165875
"NKPD1",284353,63.47394212,40.18122253,69.31958816,47.64278931,46.68432849,64.52868219,63.41914007,63.45660891,59.42974544,133.0048717,40.28401839,60.97676478,51.14736752,108.0439067,74.4233758,54.78122675,100.1269156,89.19072149,32.39971254,85.76916174,56.16645439,34.92425232,46.70081449,49.61388627,53.89267384,19.39725057,56.36768964,44.24604596,43.14652886,108.0352606
"NR1H2",7376,709.3491426,629.8406631,753.4737844,988.5878781,776.7477633,755.430607,849.5522305,997.021635,837.4191402,746.7123898,796.7283637,677.8141824,814.5691865,1231.700536,841.9838635,895.8341785,901.1422404,776.8511842,810.9185196,800.5121763,722.0107121,853.5146542,798.159375,814.5698056,724.6639893,1189.698035,644.5060363,1073.972206,984.6037887,987.4801892
"NR3C1",2908,1002.220139,1191.373248,1145.280152,1167.248338,1318.087317,1234.94547,942.0384765,1126.085924,883.8823957,1167.719936,1286.850587,1124.977124,1075.041891,1036.281992,1038.594871,965.9219245,1077.327102,878.5286067,1356.159396,944.5603838,1374.266312,1323.714344,1451.26319,1412.642653,1142.332212,1809.332428,627.4893753,1263.023494,1568.807789,945.7823693
"NR3C2",4306,1083.511328,809.6516339,914.2148583,538.7300021,718.1440318,709.8155041,791.4180188,467.8580488,601.8612401,866.1025895,633.3542891,939.395666,700.9083697,735.6380775,891.9697129,667.0419963,891.5146524,567.2529887,860.9066475,829.1018968,1097.057682,734.2611097,979.3019282,790.2138978,987.3907743,535.5796406,761.4955808,480.0025591,612.6807099,469.1004738
"ONECUT2",9480,76.8368773,67.30354773,162.7503374,6.413452406,23.83880604,133.5076183,44.92189088,4.302142977,24.852439,89.0190086,45.87902094,80.41863181,9.471734726,166.293665,78.86656241,37.86349496,39.47311096,19.62195873,68.50224937,69.27509218,38.95415385,51.96047296,48.11599069,44.20146232,139.5435305,4.310500126,56.36768964,4.022367814,8.629305773,6.633744074
"PICALM",8301,1898.650374,2180.835853,2187.083238,4288.767245,2809.999262,2628.987518,1980.526895,3482.58474,2219.430857,1763.623653,2727.004245,2021.954171,2716.493519,925.4195483,1805.044562,2338.675018,1442.212688,1641.109275,3066.864218,2074.953951,1990.285489,2994.115778,2724.214179,2600.669711,2043.10976,7257.804587,1053.969442,3386.833699,4363.839929,1965.483601
"POU3F3",5455,1830.72212,1837.2864,2546.741391,3164.580659,2534.859709,2660.139295,2754.768897,3847.191357,3083.863518,2750.163724,2288.356045,1942.419261,2026.004058,2700.158154,2348.224126,1681.300297,2909.457105,1252.23773,1846.783615,2223.400577,1546.389317,1260.680328,1646.557505,1471.277246,1231.832545,4090.664619,1700.602561,3742.142856,3485.376602,2464.909762
"POU4F1",5457,24.4987145,9.040775068,16.0741074,7.329659893,13.90597019,16.68845229,21.13971336,20.43517914,12.96648991,7.330977179,11.19000511,5.302327372,15.15477556,15.03219571,23.32672973,20.94576317,22.14345249,15.16242265,5.554236435,15.39446493,7.247284438,6.814488257,2.830352394,5.412423957,4.811845879,10.77625031,21.27082628,8.044735628,16.39568097,5.686066349
"PPARA",5465,841.8649165,625.8225409,1318.076807,687.155615,915.8074652,979.0558677,1174.575323,785.1410933,726.1234351,1004.343873,901.9144117,613.3025327,711.3272779,429.3570899,860.8674066,830.5800702,826.0470537,395.1148962,581.3434136,793.9145484,539.0167801,496.6058317,537.0593667,469.9788136,410.931638,775.8900226,452.0050585,819.2222448,824.9616319,556.2868245
"PPARG",5468,89.08623455,80.36244505,70.32421987,38.48071444,52.64403,47.8402299,85.88008551,39.79482254,54.0270413,71.21520688,81.68703729,60.97676478,41.6756328,77.97951524,52.20744272,65.25410833,78.94622192,44.59536074,77.7593101,29.68932522,66.1314705,48.55322883,43.8704621,64.04701683,76.98953406,24.78537572,70.19372673,33.51973178,29.33963963,34.11639809
"PPP1R37",284352,1080.170594,883.9868956,1032.7614,716.4742545,978.3843311,1060.273002,1317.268389,865.8062742,1286.924124,1427.445985,869.4633969,988.0003336,1039.996473,2176.849841,1168.55808,1027.148001,1444.138206,1478.782162,929.4088969,1024.831522,1029.11439,842.4411107,1137.801662,1287.254831,1139.445104,613.1686429,1600.629678,638.2156932,745.5720188,1263.254407
"SLTM",79811,944.3140862,1128.087822,1136.238467,1336.746723,1626.998512,1801.240284,1099.265095,2070.406308,1581.911769,984.4455069,1388.679634,1021.58174,1541.05124,807.0410071,1003.049378,1148.794549,1048.444337,1103.289225,923.8546604,1286.537426,1012.808,1063.911979,1163.274834,1377.461897,887.30438,1385.82579,905.0736582,1142.352459,1213.280392,1484.063317
"PROX1",5629,371.9350292,714.2212304,319.4728846,1348.65742,475.7828371,886.7130984,447.8976768,1163.729675,745.57317,246.1113767,875.0583994,671.6281338,647.8666553,343.8614768,329.9066062,365.7452492,491.00699,367.4657725,617.4459504,643.2687131,614.2073561,787.0733937,764.9027344,339.178568,484.0716954,3222.098844,409.4634059,1567.382658,1713.780126,671.9035069
"PRSS8",5652,21.15798071,10.04530563,19.08800254,23.82139465,30.79179113,53.40304733,22.46094544,25.81285786,15.12757157,30.37119117,14.54700664,20.32558826,22.73216334,121.1970779,19.99433977,7.250456481,12.51586445,6.243350504,10.1827668,13.19525565,6.341373883,3.407244128,7.075880984,1.804141319,6.73658423,5.388125157,9.571871826,10.72631417,14.66981981,20.84890995
"PTK2B",2185,3612.446811,4170.810898,2807.945636,1510.826145,2684.84553,2111.645497,3741.729264,677.5875189,2719.721259,2948.100108,2889.259319,3739.90824,3563.266604,7062.313446,3445.69122,3523.72185,4276.574607,7700.726893,4152.717442,2839.179175,6778.022771,3719.858777,5117.277128,5370.026636,6050.415008,675.6708947,8095.676482,1013.636689,1178.763169,3497.878482
"PVRIG",79037,574.6062129,490.2109148,748.4506258,886.8888471,668.4798526,1501.960706,680.4345237,1831.637373,1037.319193,754.043367,772.1103524,609.7676478,550.3077876,481.0302627,698.6910952,482.5581591,785.6111839,241.7068552,418.4191448,796.1137577,246.4076709,193.3611043,251.901363,165.9810014,138.5811613,487.0865142,476.4665087,1191.961662,855.1642021,1033.916398
"RARA",5914,291.7574182,231.0420295,341.5747822,190.5711572,221.5022394,291.4916334,280.101202,169.9346476,292.8265639,336.1776678,217.0860991,346.4187216,254.7896641,1146.204923,296.5827065,335.937817,337.9283401,312.1675252,224.9465756,267.203927,304.3859464,224.8781125,247.6558344,366.2406878,287.7483835,118.5387535,516.8810786,146.1460306,164.8197403,265.3497629
"RELB",5971,52.3381628,50.22652816,49.22695391,109.0286909,59.59701509,40.0522855,58.13421173,65.6076804,36.73838809,49.22227534,109.6620501,61.860486,71.98518392,245.2126925,104.4148854,122.4521539,82.79725713,82.05546377,75.90789795,65.97627826,33.51869053,85.18110321,78.54227892,57.73252221,77.95190323,88.36525258,58.49477227,80.44735628,81.11547426,70.12815164
"REST",5978,285.0759506,259.1688853,468.158378,573.5458866,363.5417921,401.6354185,486.2134072,505.5017998,278.7795331,324.6575608,547.1912498,296.0466116,456.5376138,134.3502491,353.2333359,435.8329951,312.8966112,227.4363398,326.7742436,461.8339478,192.0530376,323.6881922,375.0216921,206.574181,190.5490968,870.7210254,165.912445,587.2657009,744.7090882,282.407962
"RFX2",5990,299.5524637,169.7656652,379.7507873,188.7387422,263.22015,358.2454425,443.9339805,132.2908965,211.7860019,374.9271186,219.3241001,217.3954222,155.3364495,212.3297644,355.4549292,224.7641509,365.8483455,94.54216478,132.3759684,258.4070899,140.416136,101.3655128,135.8569149,110.9546911,127.0327312,66.81275195,221.2165933,135.4197164,115.6326974,122.2504265
"RHOXF1",158800,20.04440277,15.06795845,7.032421987,6.413452406,2.979850755,21.13870624,15.85478502,7.52875021,10.80540826,15.70923681,8.952004086,22.09303072,9.471734726,12.21365901,21.10513642,12.08409414,9.627588038,8.027164934,7.405648581,18.69327884,6.341373883,10.22173239,9.198645279,5.412423957,1.924738351,1.077625031,11.69895445,1.340789271,0.862930577,1.89535545
"RIN3",79890,380.8436527,316.4271274,355.6396262,617.523846,244.3477619,272.5780541,377.8723763,452.8005483,381.4309116,425.1966764,521.454238,334.9303457,383.6052564,319.4341588,378.7816589,419.7208696,402.43318,256.8692779,236.9807546,292.4948336,162.1579893,373.9450431,211.5688414,183.1203439,139.5435305,343.762385,266.9488698,379.4433638,330.5024111,294.7277724
"RPAIN",84268,200.4440277,261.1779464,219.0097133,301.4322631,250.3074634,206.9368084,218.003294,326.9628663,288.5044006,231.4494224,274.1551251,267.7675323,322.9861542,316.6156221,208.8297709,285.9902279,317.7104053,307.7079891,215.6895149,295.7936475,318.8805153,271.7277192,264.6379488,285.9563991,258.8773083,368.5477607,354.1592576,402.2367814,287.3558822,282.407962
"RREB1",6239,368.5942955,323.4588413,508.3436465,357.3209198,325.7970158,387.1720932,509.9955847,375.3619748,263.6519616,379.1162484,409.5541869,339.3489518,340.9824501,344.8009891,498.7476975,555.0627239,397.619386,266.6802572,224.9465756,343.076647,149.4752415,309.2074047,220.7674867,189.4348385,155.9038065,325.4427595,285.0290722,370.0578389,286.4929517,296.6231279
"RTFDC1",51507,726.0528116,793.5791449,756.4876795,1197.483185,824.4253754,577.4204493,742.5324317,1132.539139,867.6742834,687.0172899,765.3963494,694.6048857,881.818503,893.4761324,712.020655,828.1632514,765.3932491,886.5557716,994.2083219,773.0220603,856.9913848,1097.132609,1282.857222,990.4735842,883.4549033,1603.506047,972.076761,1411.851103,1597.284499,872.8111845
"RXRA",6256,2329.605033,1896.553703,3157.557472,1332.165686,2740.469411,2712.429779,3067.900901,3116.902587,3234.058693,3134.516385,2494.252139,1740.93082,1600.723169,2571.444978,2249.363224,2160.636031,2095.925916,1939.898192,1491.312483,2088.149207,1159.56551,1041.764892,1334.511154,1997.18444,1154.843011,1012.96753,1821.846271,1655.87475,1388.455299,1994.861611
"RXRB",6257,624.7172198,741.3435556,729.3626233,770.5304963,784.694032,737.6295913,713.4653258,823.8603801,779.0699356,726.8140231,676.995309,789.1630572,631.7647062,907.5688159,656.4808223,664.6251774,760.579455,839.2846892,750.7476249,734.535898,759.1530449,701.0404794,805.9428441,866.8899038,714.0779284,855.634275,711.5091391,860.7867122,831.8650765,757.1945021
"RXRG",6258,155.9009105,76.3443228,167.773496,98.95040856,99.32835848,55.6281743,144.0142972,75.2875021,87.52380691,129.8630243,142.1130649,77.76746812,54.93606141,78.91902747,123.2984286,98.28396563,135.7489913,66.89304112,64.79942508,101.1636267,91.49696603,28.96157509,106.1382148,71.2635821,90.46270252,25.86300075,73.38435067,61.67630648,46.59825117,42.64549762
"SCIMP",388325,70.15540971,42.19028365,46.21305877,46.72658182,40.72462698,47.8402299,47.56435505,52.70125147,54.0270413,54.45868761,79.44903627,51.25583126,22.73216334,26.30634249,47.76425611,78.14380874,63.54208105,22.29768037,29.62259432,46.18339478,25.36549553,55.36771709,16.98211436,36.98489704,17.32264516,64.65750189,36.16040468,53.63157085,39.69480655,47.38388624
"SH3GL1P1",6458,219.3748526,155.7022373,180.8337082,87.03971123,204.6164185,280.3659985,249.712864,166.7080404,226.9135735,313.1374538,180.1590822,208.55821,89.9814799,176.6282996,195.5002111,127.2857916,221.4345249,94.54216478,109.2333166,137.4505797,99.65016102,46.84960677,34.67181682,42.397321,68.32821148,26.94062579,147.8322426,64.35788503,71.62323791,153.5237914
"SLCO3A1",28232,566.8111673,882.982365,721.3255696,2531.481286,1150.222391,1080.299145,665.9009708,1798.295764,1117.279214,799.0765125,1214.115554,936.7445023,925.3884828,763.8234444,613.1597528,685.5709406,672.9684039,645.7408236,953.4772548,865.3888499,638.6669411,910.5859933,948.8756399,620.6246138,533.1525234,3427.925225,499.8644176,2133.195731,2446.408187,1037.707109
"SMLR1",100507203,31.18018209,31.14044746,51.23621734,14.65931979,29.79850755,17.80101578,30.38833795,27.96392935,22.69135735,58.64781743,53.71202452,32.69768546,14.20760209,71.40292961,24.43752638,24.16818827,58.72828703,16.94623708,16.66270931,40.6853716,49.82508051,20.44346477,17.68970246,16.23727187,38.49476703,14.00912541,34.03332205,13.40789271,12.08102808,30.32568719
"SOX13",9580,377.5029189,379.7125529,686.1634596,349.0750524,578.0910464,818.8467257,689.6831483,929.2628831,769.3450682,414.7238518,656.8532998,410.0466501,432.858277,416.2039187,594.2762097,440.6666328,555.5118298,365.6819581,310.1115343,509.1169473,271.7731664,215.5081911,264.6379488,288.6626111,214.6083262,464.4563885,442.4331866,596.6512258,547.097986,561.0252131
"SOX8",30812,478.8385107,1279.771937,1064.909615,5260.863388,1911.077617,1974.800188,942.0384765,5964.921238,2881.802383,978.1618121,2750.503256,1134.698058,1507.900168,1101.108336,920.8504259,1402.560526,1455.691311,1090.802524,1435.770119,1478.968238,824.3786048,1844.170884,1648.680269,983.2570189,726.5887277,7916.233481,835.9434728,6934.562112,5173.268811,2812.707487
"SP2",6668,273.9401712,277.2504354,289.3339332,428.7851037,276.1328366,339.3318633,260.2827207,376.4375105,296.0681864,301.6173468,264.0841205,270.418696,296.4652969,282.7931818,318.7986396,321.436904,359.1090338,310.3837108,249.9406396,311.1881125,318.8805153,255.5433096,344.5954039,245.3632194,284.861276,390.1002614,341.3967618,387.4880994,351.2127449,259.6636966
"SP4",6671,359.685672,333.504147,374.7276288,370.1478246,295.9985083,428.3369421,352.7689667,317.2830446,285.2627781,225.1657276,406.1971854,301.348939,322.9861542,150.3219571,297.6935032,261.0164333,266.6841887,223.8687109,326.7742436,273.8015548,335.1869053,296.4302392,345.302992,267.9149859,311.8076129,455.8353883,176.5478581,352.6275784,426.2877052,196.169289
"SPI1",6688,183.7403588,261.1779464,201.9309742,208.895307,114.2276123,117.9317295,128.1595122,257.0530429,128.5843583,195.8418189,266.3221216,234.1861256,183.7516537,151.2614693,207.7189742,389.1078311,160.7807202,224.7606181,155.5186202,115.458487,79.72012882,285.3566958,186.803258,146.1354468,88.53796417,338.3742599,84.01976381,214.5262834,174.3119766,265.3497629
"SRF",6722,660.3517136,625.8225409,806.7192651,666.0828428,760.855226,753.2054801,1010.742545,641.0193036,846.0634668,852.4879176,647.9012957,714.930474,593.8777673,1225.12395,702.0234851,761.2979305,1021.487091,774.1754625,559.1264678,738.9343165,668.5619894,590.3050452,704.0501579,753.2290007,770.8577098,491.3970143,844.4518033,547.0420227,554.0014306,756.2468244
"STAT1",6772,573.4926349,948.2768516,568.6215493,1001.414783,653.5805988,502.8786957,454.5038372,898.0723465,695.868292,490.1281885,703.8513213,731.7211773,1046.626687,759.1258833,909.7424594,2341.091837,981.0512211,1293.265462,945.1459001,798.312967,1265.557045,1378.23025,1151.245836,1188.027059,1214.5099,2560.437075,1036.952781,1246.934022,1104.551139,845.3285305
"SUZ12",23512,317.3697106,359.6219416,304.4034089,364.6505797,324.8037322,410.5359264,281.4224341,315.1319731,291.746023,256.5842013,342.4141563,288.0931205,322.9861542,161.5961039,281.0315534,283.573409,236.8386657,267.5721645,344.362659,290.2956244,305.2918569,333.0581135,291.5262965,349.1013452,281.0117993,489.2417643,249.9322088,320.4486359,334.817064,220.8089099
"T",6862,0,0,0,0.916207487,2.979850755,0,3.963696255,2.151071489,0,2.094564908,0,0,0.947173473,0,0,0,0,1.78381443,0.925706073,0,0.905910555,0.851811032,0.707588098,0.90207066,0,1.077625031,0,0,0.862930577,1.89535545
"TAL1",6886,105.7899035,149.6750539,185.8568668,104.4476535,81.44925396,110.1437851,186.293724,194.6719697,106.9735418,190.6054066,249.5371139,113.1163173,187.5403476,51.67317275,158.8439215,93.45032798,128.0469209,76.70402048,61.09660079,57.17944116,68.84920216,108.1800011,83.49539561,62.24287551,29.83344445,149.7898794,31.90623942,119.3302452,185.5300741,115.6166824
"TCF3",6929,485.5199783,420.898306,512.3621734,490.1710054,527.4335835,647.5119489,527.1716018,692.6450193,522.9817598,554.0124182,638.9492917,445.3954992,343.8239706,554.3122167,480.9749511,463.2236085,611.3518404,396.0068034,314.7400647,447.5390875,304.3859464,351.7979563,290.1111203,297.6833176,310.8452438,488.1641392,558.3591899,502.7959768,434.0540804,382.8618008
"TCF7L2",6934,472.1570431,366.6536556,492.2695391,371.9802396,344.6694039,334.8816093,502.0681922,335.5671522,347.934146,353.9814695,312.2011425,379.1164071,339.0881032,403.9902597,739.7905714,541.3674172,457.3104318,316.6270613,340.6598347,520.1129936,346.9637425,292.171184,304.9704704,257.9922086,378.2110861,174.5752551,444.5602693,235.9789118,284.7670905,234.076398
"TGIF1",7050,105.7899035,46.20840591,144.6669666,172.2470075,105.28806,117.9317295,140.050601,104.3269672,69.15461287,72.26248933,114.1380521,105.1628262,82.40409212,148.4429326,115.522852,99.08957191,74.1324279,60.64969061,97.19913762,75.87272,45.29552774,85.18110321,70.75880984,50.51595693,40.41950538,76.51137723,123.3707924,151.5091877,119.9473502,89.08170613
"TOMM40",10452,232.7377878,317.431658,235.0838207,309.6781305,289.0455232,283.7036889,252.3553282,331.2650092,290.6654822,363.4070116,223.8001022,266.0000898,316.3559399,492.3044094,264.3696036,327.8817542,367.7738631,521.7657207,302.7058857,340.8774377,341.5282791,356.9088224,421.0149185,442.0146232,389.7595162,440.7486379,433.9248561,360.672314,354.6644673,357.2745022
"TP63",8626,3.340733796,3.013591689,9.041685412,1.832414973,1.98656717,7.787944402,5.284928339,1.075535744,6.483244957,10.47282454,5.595002554,4.418606143,8.524561254,5.637073391,6.664779922,4.028031378,4.813794019,5.351443289,3.70282429,6.597627826,2.717731664,5.962677225,1.415176197,2.706211979,10.58606093,2.155250063,6.381247884,2.681578543,1.725861155,4.738388624
"TP73",7161,26.72587037,36.16310027,59.27327104,92.53695615,64.56343301,275.9157445,47.56435505,143.046254,86.44326609,70.16792442,77.21103524,52.13955249,77.66822476,100.5278088,62.20461261,49.14198282,41.39862857,56.19015454,27.77118218,47.28299942,21.74185331,17.03622064,32.54905253,8.118635936,14.43553764,58.1917517,51.04998307,168.9394482,128.576656,93.82009476
"VDR",7421,16.70366898,6.027183379,16.0741074,13.7431123,3.973134339,8.900507889,5.284928339,4.302142977,15.12757157,17.80380172,4.476002043,13.25581843,7.577387781,41.3385382,16.66194981,13.69530669,20.21793488,21.40577316,11.10847287,6.597627826,13.58865832,15.33259858,12.73658577,15.33520121,15.39790681,11.85387535,32.96978073,4.022367814,6.040514041,13.26748815
"ZC3HAV1",56829,618.0357522,316.4271274,460.1213243,372.8964471,298.978359,408.3107994,731.962575,379.6641177,410.6055139,523.6412271,420.7441921,448.0466629,396.865685,326.9502567,516.520444,538.1449921,405.3214564,335.3571128,426.7504995,402.4552974,284.4559142,496.6058317,342.4726396,277.8377631,277.1623226,387.9450113,330.7613487,336.5381071,350.3498144,253.9776302
"ZNF263",10127,350.7770485,382.7261446,395.8248947,311.5105455,481.7425386,420.5489977,439.9702842,522.7103717,480.8406676,455.5678675,422.9821931,402.093159,393.0769911,616.320024,273.2559768,374.6069182,340.8166166,601.1454628,330.4770679,411.2521345,375.9528802,382.4631534,492.4813165,455.5456831,389.7595162,519.4152651,455.1956824,525.5893944,511.7178323,489.001706
"ZNF296",162979,14.47651311,26.11779464,27.12505624,24.73760214,19.8656717,48.95279339,35.67326629,33.34160807,47.54379635,30.37119117,41.4030189,31.81396423,23.67933682,42.27805043,32.21310296,39.47470751,66.43035747,24.0814948,23.14265181,49.4822087,14.49456888,19.59165374,22.64281915,31.57247308,9.623691757,9.698625283,41.47811125,17.43026053,23.29912559,32.22104264
"ZNF652",22834,1260.570219,1813.177667,1794.272238,3421.118755,2316.33732,2739.131303,1440.142972,5117.399071,3067.655405,1365.65632,2533.417156,1452.8377,1838.46371,580.6185592,1124.126214,1413.033408,1036.891232,1048.882885,1368.193575,1572.434632,972.9479358,1546.888834,1316.821451,1378.363968,934.4604696,8864.543509,655.1414494,6004.054357,3424.108531,2094.367772
"ZNF728",388523,37.86164968,55.24918097,58.26863932,43.06175187,37.74477622,12.23819835,39.63696255,40.87035828,23.77189817,59.69509988,26.85601226,40.65117652,51.14736752,26.30634249,27.76991634,62.8372895,44.28690498,46.37917517,50.91383399,41.78497623,49.82508051,70.70031566,72.88157413,52.32009825,79.87664159,89.44287761,63.81247884,58.99472794,56.09048752,42.64549762
"ZSCAN4",201516,1.113577932,1.004530563,0,0,1.98656717,3.337690458,0,0,1.080540826,1.047282454,0,0.883721229,0,1.879024464,0,0.805606276,0,0.891907215,0.925706073,1.099604638,0.905910555,0,0,0,0,0,0,0,0,0.947677725
